Date	cases
2020-04-22	133
2020-04-23	136
2020-04-24	138
2020-04-28	144
2020-04-29	144
2020-04-30	147
2020-05-01	150
2020-05-04	173
2020-05-06	175
2020-05-07	177
2020-05-08	178
2020-05-11	182
2020-05-12	185
2020-05-13	186
2020-05-14	189
2020-05-15	191
2020-05-18	193
2020-05-19	196
2020-05-20	201
2020-05-21	203
2020-05-22	208
2020-05-26	214
2020-05-27	215
2020-05-28	220
2020-05-29	220
2020-05-30	220
2020-05-31	220
2020-06-01	224
2020-06-02	228
2020-06-03	228
2020-06-05	229
2020-06-06	229
